"ID";"broodID";"nestsiteID";"species";"weight_nest";"feathers_nest_nb";"lining_nest_material";"maleID";"femaleID";"parent1ID";"parent2ID";"parent3ID";"min_nr_ad_feeding";"information";"year";"day_nest_build_start";"month_nest_build_start";"day_raw_nest";"month_raw_nest";"day_full_nest";"month_full_nest";"weight_clutch";"day first egg";"month first egg";"accuracy first egg";"number of eggs";"days laying eggs";"day_incubation_start";"month_incubation_start";"accuracy_incubation_start";"day hatching first egg";"month hatching first egg";"accuracy_hatching";"days hatching chicks";"number of nestlings_early";"age of nestlings_early";"age difference";"number of nestlings_late";"age of nestlings_late";"number of fledglings";"day of fledging";"month of fledging";"accuracy fledging";"day_egg_loss";"month_of_egg_loss";"accuracy_date_egg_loss";"cause of egg loss";"day_of_death_nestlings";"month_of_death_nestlings";"accuracy_data_death_nestling";"cause of death nestlings";"notes";"owner_data";"incubation_temp";"microclim_temp";"nest_camera";"min_nr_nestl_late"
6619331;"Balmeregg21_N_L_22";"Balmeregg21_N_L";"Montifringilla nivalis";;;;;;;;;"1";;2022.00;;;;;;;;25.00;6.00;4.00;;;;;;12.00;7.00;1.00;;;;;;;;"1";8.00;1.00;;;;;;;;;;;;;;
6619332;"Balmeregg23_S_R_22a";"Balmeregg23_S_R";"Montifringilla nivalis";;;;;;"N   566857";"unringed";;"2";;2022.00;;;;;;;;11.00;5.00;12.00;;;;;;28.00;5.00;9.00;;;;;;;;"17";6.00;9.00;;;;;;;;;;;;;;
6619333;"Bonistock_Talstation_22a";"Bonistock_Talstation";"Montifringilla nivalis";;;;;;;;;"1";;2022.00;;;;;;;;11.00;5.00;12.00;;;;;;28.00;5.00;9.00;;;;;;;;"17";6.00;9.00;;;;;;;;;;;;;;
6619334;"BonistockA_22a";"BonistockA";"Montifringilla nivalis";;;;;;"N   630614";"unringed";;"2";;2022.00;;;;;;;;8.00;5.00;4.00;;;;;;25.00;5.00;1.00;;;;;;;;"14";6.00;1.00;;;;;;;;;;;;;;
6619335;"ChringenA_22a";"ChringenA";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2022.00;;;;;;;;11.00;5.00;12.00;;;;;;28.00;5.00;9.00;;;;;;;;"17";6.00;9.00;;;;;;;;;;;;;;
6619336;"ChringenC_22a";"ChringenC";"Montifringilla nivalis";;;;;;;;;"1";;2022.00;;;;;;;;11.00;5.00;12.00;;;;;;28.00;5.00;9.00;;;;;;;;"17";6.00;9.00;;;;;;;;;;;;;;
6619337;"Joch4_22a";"Joch4";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;"9";"5";;;;;;21.00;5.00;0.00;;"1-2-3-4";;;;7.00;6.00;1.00;;4.00;"3";1.00;"4";"15";;"27";6.00;2.00;;;;;;;;;;;;;"NK_012";4.00
6619338;"Jochpass4_N_R_22a";"Jochpass4_N_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;21.00;5.00;13.00;;;;;;7.00;6.00;10.00;;;;;;;;"27";6.00;10.00;;;;;;;;;;;;;;
6619339;"Jochpass8_S_L_22a";"Jochpass8_S_L";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;21.00;5.00;12.00;;;;;;7.00;6.00;9.00;;;;;;;;"27";6.00;9.00;;;;;;;;;;;;;;
6619340;"Jochpass11_N_L_22a";"Jochpass11_N_L";"Montifringilla nivalis";;;;;;;;;"2";;2022.00;;;;;;;;21.00;5.00;12.00;;;;;;7.00;6.00;9.00;;;;;;;;"27";6.00;9.00;;;;;;;;;;;;;;
6619341;"JochsockExpress3_SE_L_22a";"JochsockExpress3_SE_L";"Montifringilla nivalis";;;;"N   630210";"unringed";;;;"2";;2022.00;;;;;;;;23.00;5.00;10.00;;;;;;9.00;6.00;7.00;;;;;;;;"29";6.00;7.00;;;;;;;;;;;;;;
6619342;"JochsockExpress10_SE_R_22a";"JochsockExpress10_SE_R";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2022.00;;;;;;;;23.00;5.00;10.00;;;;;;9.00;6.00;7.00;;;;;;;;"29";6.00;7.00;;;;;;;;;;;;;;
6619343;"Engstligensee9_ENE_L_22a";"Engstligensee9_ENE_L";"Montifringilla nivalis";;;;;;;;;"1";;2022.00;;;;;;;;21.00;5.00;12.00;;;;;;7.00;6.00;9.00;;;;;;;;"27";6.00;9.00;;;;;;;;;;;;;;
6619344;"Schaftal3_SE_22a";"Schaftal3_SE";"Montifringilla nivalis";;;;;;;;;"1";;2022.00;;;;;;;;21.00;5.00;13.00;;;;;;7.00;6.00;10.00;;;;;;;;"27";6.00;10.00;;;;;;;;;;;;;;
6619345;"Gaemsplanggen1_22a";"Gaemsplanggen1";"Montifringilla nivalis";;;;;;;;;"1";;2022.00;;;;;;;;15.00;5.00;10.00;;;;;;1.00;6.00;7.00;;;;;;;;"21";6.00;7.00;;;;;;;;;;;;;;
6619346;"Chaemmerli3_E_22a";"Chaemmerli3_E";"Montifringilla nivalis";;;;;;;;;"1";;2022.00;;;;;;;;15.00;5.00;10.00;;;;;;1.00;6.00;7.00;;;;;;;;"21";6.00;7.00;;;;;;;;;;;;;;
6619347;"Chaemmerli2_E_22a";"Chaemmerli2_E";"Montifringilla nivalis";;;;;;;;;"2";;2022.00;;;;;;;;15.00;5.00;10.00;;;;;;1.00;6.00;7.00;;;;;;;;"21";6.00;7.00;;;;;;;;;;;;;;
6619348;"FluelaHotelSWrobe5th_22a";"FluelaHotelSWrobe5th";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;16.00;5.00;3.00;;;;;;2.00;6.00;0.00;;;;;;;;"22";6.00;0.00;;;;;;;;;;;;;;
6619349;"Jenatsch5_22a";"Jenatsch5";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;14.00;5.00;7.00;;;;;;31.00;5.00;4.00;;;;;;;;"20";6.00;4.00;;;;;;;;;;;;;;
6619350;"Jenatsch5_22b";"Jenatsch5";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;22.00;6.00;4.00;4;;;;;9.00;7.00;1.00;;3.00;"17";0.00;"3";"17";;"29";7.00;1.00;;;;;;;;;;;;;;
6619351;"Signal4_SE_L_22a";"Signal4_SE_L";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2022.00;;;;;;;;27.00;6.00;10.00;;;;;;14.00;7.00;7.00;;;;;;;;"3";8.00;7.00;;;;;;;;;;;;;;
6619352;"Signal9_SE_L_22a";"Signal9_SE_L";"Montifringilla nivalis";;;;;;"unringed";;;"2";;2022.00;;;;;;;;27.00;6.00;10.00;;;;;;14.00;7.00;7.00;;;;;;;;"3";8.00;7.00;;;;;;;;;;;;;;
6619353;"Signal10_SE_R_22a";"Signal10_SE_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;4.00;5.00;12.00;;;;;;21.00;5.00;10.00;;;;;;;;"10";6.00;9.00;;;;;;;;;;;;;;
6619354;"Signal11_SE_R_22a";"Signal11_SE_R";"Montifringilla nivalis";;;;;;"unringed";;;"2";;2022.00;;;;;;;;9.00;6.00;12.00;;;;;;26.00;6.00;9.00;;;;;;;;"16";7.00;9.00;;;;;;;;;;;;;;
6619355;"Signal12_SE_R_22a";"Signal12_SE_R";"Montifringilla nivalis";;;;"N   630919";"unringed";;;;"2";;2022.00;;;;;;;;9.00;6.00;12.00;;;;;;26.00;6.00;9.00;;;;;;;;"16";7.00;9.00;;;;;;;;;;;;;;
6619356;"Signal13_SE_L_22a";"Signal13_SE_L";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;27.00;6.00;10.00;;;;;;14.00;7.00;7.00;;;;;;;;"3";8.00;7.00;;;;;;;;;;;;;;
6619357;"Signal13_SE_R_22a";"Signal13_SE_R";"Montifringilla nivalis";;;;"N   630919";;"unringed";;;"2";;2022.00;;;;;;;;4.00;5.00;12.00;;;;;;21.00;5.00;10.00;;;;;;;;"10";6.00;9.00;;;;;;;;;;;;;;
6619358;"Signal16_NW_L_22a";"Signal16_NW_L";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;27.00;6.00;10.00;;;;;;14.00;7.00;7.00;;;;;;;;"3";8.00;7.00;;;;;;;;;;;;;;
6619359;"Signal17_SE_r_22a";"Signal17_SE_r";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;23.00;5.00;9.00;;;;;;9.00;6.00;6.00;;;;;;;;"29";6.00;6.00;;;;;;;;;;;;;;
6619360;"Salastrains8_SE_L_22a";"Salastrains8_SE_L";"Montifringilla nivalis";;;;;;;;;"1";;2022.00;;;;;;;;5.00;5.00;13.00;;;;;;22.00;5.00;10.00;;;;;;;;"11";6.00;10.00;;;;;;;;;;;;;;
6619361;"Salastrains9_SE_L_22a";"Salastrains9_SE_L";"Montifringilla nivalis";;;;"N   630924";"N   630932";;;;"2";;2022.00;;;;;;;;20.00;6.00;3.00;;;;;;7.00;7.00;1.00;;;;;;;;"27";7.00;0.00;;;;;;;;;;;;;;
6619362;"Salastrains12_SE_L_22a";"Salastrains12_SE_L";"Montifringilla nivalis";;;;;;"ringed";"unringed";;"2";;2022.00;;;;;;;;27.00;6.00;10.00;;;;;;14.00;7.00;7.00;;;;;;;;"3";8.00;7.00;;;;;;;;;;;;;;
6619363;"Salastrains13_NW_R_22a";"Salastrains13_NW_R";"Montifringilla nivalis";;;;;;"ringed";"unringed";;"2";;2022.00;;;;;;;;5.00;5.00;13.00;;;;;;22.00;5.00;10.00;;;;;;;;"11";6.00;10.00;;;;;;;;;;;;;;
6619364;"Salastrains14_NW_R_22a";"Salastrains14_NW_R";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2022.00;;;;;;;;27.00;6.00;10.00;;;;;;14.00;7.00;7.00;;;;;;;;"3";8.00;7.00;;;;;;;;;;;;;;
6619365;"Salastrains16_SE_R_22a";"Salastrains16_SE_R";"Montifringilla nivalis";;;;;;"unringed";;;"2";;2022.00;;;;;;;;27.00;6.00;10.00;;;;;;14.00;7.00;7.00;;;;;;;;"3";8.00;7.00;;;;;;;;;;;;;;
6619366;"Salastrains20_SE_R_upper_Tube_22a";"Salastrains20_SE_R_upper_Tube";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;9.00;6.00;13.00;;;;;;26.00;6.00;10.00;;;;;;;;"16";7.00;10.00;;;;;;;;;;;;;;
6619367;"Randolins4_SE_R_22a";"Randolins4_SE_R";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2022.00;;;;;;;;19.00;6.00;3.00;;;;;;6.00;7.00;1.00;;;;;;;;"26";7.00;0.00;;;;;;;;;;;;;;
6619368;"Randolins6_centre_NE_22a";"Randolins6_centre_NE";"Montifringilla nivalis";;;;;;;;;"1";;2022.00;;;;;;;;27.00;6.00;10.00;;;;;;14.00;7.00;7.00;;;;;;;;"3";8.00;7.00;;;;;;;;;;;;;;
6619369;"Randolins7_centre_SW_22a";"Randolins7_centre_SW";"Montifringilla nivalis";;;;;;"N   630444";"unringed";;"2";;2022.00;;;;;;;;24.00;5.00;10.00;;;;;;10.00;6.00;7.00;;;;;;;;"30";6.00;7.00;;;;;;;;;;;;;;
6619370;"Randolins8_SW_middle_22a";"Randolins8_SW_middle";"Montifringilla nivalis";;;;;;;;;"2";;2022.00;;;;;;;;4.00;5.00;12.00;;;;;;21.00;5.00;10.00;;;;;;;;"10";6.00;9.00;;;;;;;;;;;;;;
6619371;"Randolins9_SE_L_22a";"Randolins9_SE_L";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2022.00;;;;;;;;27.00;6.00;10.00;;;;;;14.00;7.00;7.00;;;;;;;;"3";8.00;7.00;;;;;;;;;;;;;;
6619372;"Randolins10_22a";"Randolins10";"Montifringilla nivalis";;;;;;;;;"1";;2022.00;;;;;;;;27.00;6.00;10.00;;;;;;14.00;7.00;7.00;;;;;;;;"3";8.00;7.00;;;;;;;;;;;;;;
6619373;"Randolins11_NE_center_22a";"Randolins11_NE_center";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;24.00;5.00;10.00;;;;;;10.00;6.00;7.00;;;;;;;;"30";6.00;7.00;;;;;;;;;;;;;;
6619374;"FIS4_NW_L_22a";"FIS4_NW_L";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;3.00;6.00;6.00;;;;;;20.00;6.00;3.00;;;;;;;;"10";7.00;3.00;;;;;;;;;;;;;;
6619375;"FIS6_NW_R_22a";"FIS6_NW_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;25.00;5.00;9.00;;;;;;11.00;6.00;6.00;;;;;;;;"1";7.00;6.00;;;;;;;;;;;;;;
6619376;"FIS7_SE_R_upper_Tube_22a";"FIS7_SE_R_upper_Tube";"Montifringilla nivalis";;;;;;"N   630928";"unringed";;"2";;2022.00;;;;;;;;25.00;5.00;9.00;;;;;;11.00;6.00;6.00;;;;;;;;"1";7.00;6.00;;;;;;;;;;;;;;
6619377;"PizNair2_SW_22a";"PizNair2_SW";"Montifringilla nivalis";;;;"N   630925";"unringed";;;;"2";;2022.00;;;;;;;;27.00;6.00;9.00;;;;;;14.00;7.00;6.00;;;;;;;;"3";8.00;6.00;;;;;;;;;;;;;;
6619378;"PlateauNair9_S_center_down_22a";"PlateauNair9_S_center_down";"Montifringilla nivalis";;;;;"N   630911";;;;"1";;2022.00;;;;;;;;10.00;6.00;13.00;;;;;;27.00;6.00;10.00;;;;;;;;"17";7.00;10.00;;;;;;;;;;;;;;
6619379;"PlateauNair11_S_centre_22a";"PlateauNair11_S_centre";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;24.00;5.00;10.00;;;;;;10.00;6.00;7.00;;;;;;;;"30";6.00;7.00;;;;;;;;;;;;;;
6619380;"PlateauNair13B_SW_R_22a";"PlateauNair13B_SW_R";"Montifringilla nivalis";;;;;;"N   566812";"unringed";;"2";;2022.00;;;;;;;;24.00;5.00;10.00;;;;;;10.00;6.00;7.00;;;;;;;;"30";6.00;7.00;;;;;;;;;;;;;;
6619381;"Marguns2_SWR_tube_22a";"Marguns2_SWR_tube";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;24.00;5.00;10.00;;;;;;10.00;6.00;7.00;;;;;;;;"30";6.00;7.00;;;;;;;;;;;;;;
6619382;"Marguns5_SW_L_22a";"Marguns5_SW_L";"Montifringilla nivalis";;;;;;"N   630436";"unringed";;"2";;2022.00;;;;;;;;10.00;6.00;13.00;;;;;;27.00;6.00;10.00;;;;;;;;"17";7.00;10.00;;;;;;;;;;;;;;
6619383;"Marguns9NW_roundtube_22a";"Marguns9NW_roundtube";"Montifringilla nivalis";;;;"N   630379";"unringed";;;;"2";;2022.00;;;;;;;;24.00;5.00;9.00;;;;;;10.00;6.00;6.00;;;;;;;;"30";6.00;6.00;;;;;;;;;;;;;;
6619384;"Marguns11_SE_right_center_22a";"Marguns11_SE_right_center";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;3.00;6.00;5.00;;;;;;20.00;6.00;2.00;;;;;;;;"10";7.00;2.00;;;;;;;;;;;;;;
6619385;"Gluena_station_N_22a";"Gluena_station_N";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;25.00;5.00;9.00;;;;;;11.00;6.00;6.00;;;;;;;;"1";7.00;6.00;;;;;;;;;;;;;;
6619386;"1_2_1_22";"1_2_1";"Montifringilla nivalis";;;;;;;;;;;2022.00;;;;;;;;;;;3;;;;;31.00;5.00;1.00;;2.00;"2";0.00;"2";"15";;;;;;;;;;;;;"one egg did not hatch";"Sabine Hille / BOKU";;;;
6619387;"1_3_1_22";"1_3_1";"Montifringilla nivalis";;;;;"aluring";;;;;;2022.00;;;;;;;;;;;;;;;;30.00;5.00;2.00;;3.00;"11";1.00;"3";"18";;;;;;;;;;;;;;"Sabine Hille / BOKU";;;;
6619388;"1_6_1_22";"1_6_1";"Montifringilla nivalis";;;;"K06";"KK0";;;;;;2022.00;;;;;;;;;;;;;;;;30.00;5.00;1.00;;3.00;"3";1.00;"3";"20";3.00;;;;;;;;;;;;;"Sabine Hille / BOKU";;;;
6619389;"1_8_1_22";"1_8_1";"Montifringilla nivalis";;;;;;;;;;;2022.00;;;;;;;;;;;;;;;;30.00;5.00;1.00;;4.00;"3";1.00;"3";"13";4.00;"20";6.00;0.00;;;;;;;;;"fledging documented with temperature and humiditiy data (sudden drop in temperature and increase in humiditiy once the nestlings fledged)";"Sabine Hille / BOKU";;;;
6619390;"10_1_1_22";"10_1_1";"Montifringilla nivalis";;;;;;;;;;;2022.00;;;;;;;;;;;;;;;;13.00;6.00;0.00;"1-1-2";3.00;"1";0.50;"3";"17";;;;;;;;;;;;;;"Sabine Hille / BOKU";;;;
6619391;"12_1_1_22";"12_1_1";"Montifringilla nivalis";;;;;;;;;;;2022.00;;;;;;;;;;;;;;;;20.00;6.00;0.00;"1-1-2";3.00;"0.5";1.00;;;0.00;;;;;;;;;;;"seem weak from the beginning, lot's of parasites in the nest, nestlings have injuries on the skin";;"Sabine Hille / BOKU";;;;
6619392;"13_1_1_22";"13_1_1";"Montifringilla nivalis";;;;;;;;;;;2022.00;;;;;;;;;;;;;;;;15.00;6.00;1.00;;4.00;"4";0.50;"3";"17";;;;;;;;;;;;;"""brood located in """"Hochtor-Tunnel"""" in the wall (hard to access). Not clear if 4th nestling disappeared or was hiding in the back of the crevice. iButton disappeared.""";"Sabine Hille / BOKU";;;;
6619393;"2_2_1_22";"2_2_1";"Montifringilla nivalis";;;;"FM9";"219";;;;;;2022.00;;;;;;;;;;;;;;;;31.00;5.00;1.00;;4.00;"2";1.00;"4";"18";;;;;;;;;;;;;"two fledglings trapped inside building on 23.6 > rescued";"Sabine Hille / BOKU";;;;
6619394;"4_4_1_22";"4_4_1";"Montifringilla nivalis";;;;;"K32";;;;;;2022.00;;;;;;;;;;;;;;;;5.00;6.00;0.00;"1-1-1-2";4.00;"1";1.00;"4";"20";;"28";6.00;0.00;;;;;;;;;;"Sabine Hille / BOKU";;;;
6619395;"7_1_1_22";"7_1_1";"Montifringilla nivalis";;;;"M92";"K42";;;;;;2022.00;;;;;;;;;;;;;;;;6.00;6.00;0.00;"1-2-2-2";4.00;"1";0.50;"4";"19";;;;;;;;;;;;;;"Sabine Hille / BOKU";;;;
6619396;"8_5_1_22";"8_5_1";"Montifringilla nivalis";;;;"070";"L3P";;;;;;2022.00;;;;;;;;;;;;;;;;28.00;5.00;2.00;;4.00;"7";2.00;"2";"17";;;;;;;;;;;;"predation";"""""""Marderschutz"""" installed during nestling period to prevent futher nestlings losses""";"Sabine Hille / BOKU";;;;
6619397;"GalenstockH1_NE_23a";"GalenstockH1_NE";"Montifringilla nivalis";;;;"unringed";"N   588156";;;;"2";;2023.00;;;;;;;;23.00;5.00;2.50;;;27.00;5.00;1.50;9.00;6.00;0.50;;;;;;;;"29";6.00;0.50;;;;;;;;;;;;;;
6619398;"TiefenbachM1SSWwallR_23a";"TiefenbachM1SSWwallR";"Montifringilla nivalis";;;;"N   630130";"N   630159";;;;"2";;2023.00;;;;;;;;22.00;5.00;4.00;;;26.00;5.00;3.00;8.00;6.00;1.50;;;;;;;;"28";6.00;1.00;;;;;;;;;;;;;;
6619399;"TiefenbachH3RoofSSW5L_23a";"TiefenbachH3RoofSSW5L";"Montifringilla nivalis";;;;"N   588014";"metal ring";;;;"2";;2023.00;;;;;;;;18.00;5.00;5.00;;;22.00;5.00;4.00;4.00;6.00;2.50;;;;;;;;"24";6.00;2.00;;;;;;;;;;;;;;
6619400;"Furka9_23a";"Furka9";"Montifringilla nivalis";;;;"N   630802";"N   630985";;;;"2";;2023.00;"4";"5";"12";"5";"22";"5";"14.5";24.00;5.00;1.50;4;;28.00;5.00;0.50;9.00;6.00;0.00;"1-1-1-2";4.00;"0";1.00;"4";"18";4.00;"28";6.00;0.50;;;;;;;;;;;;;"NK_008";4.00
6619401;"Furka10_23a";"Furka10";"Montifringilla nivalis";;;;"N   630005";"N   687106";;;;"2";;2023.00;"3";"5";"9";"5";"24";"5";"15";25.00;5.00;1.50;4;;29.00;5.00;0.50;11.00;6.00;0.00;"1-1-1-1";4.00;"1";0.00;"4";"16";4.00;"1";7.00;0.50;;;;;;;;;"camera stopped working before hatching";;;;"NK_010";4.00
6619402;"Furka14_23a";"Furka14";"Montifringilla nivalis";;;;"N   588073";"N   630161";;;;"2";;2023.00;"5";"5";"17";"5";"21";"5";"18.5";26.00;5.00;0.00;5;;5.00;6.00;1.50;18.00;6.00;0.00;"1-1-2-2-3";5.00;"1";2.00;"4";"19";4.00;"8";7.00;0.50;;;;;;;;"one nestling was missing at the second nest box check, reason unknown";"camera stopped working before incubation started";;;;"NK_007";4.00
6619403;"Furka34_23a";"Furka34";"Montifringilla nivalis";;;;"N   630817";"N   687244";;;;"2";;2023.00;"9";"5";"20";"5";"28";"5";"19.5";28.00;5.00;0.00;5;;1.00;6.00;0.00;13.00;6.00;0.00;"1-1-1-1";4.00;"1";0.00;"4";"17";4.00;"3";7.00;0.50;;;;"1 egg not hatched";;;;;"camera stopped working before chicks fledged";;;;"NK_017";4.00
6619404;"Furka106_23a";"Furka106";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;"3";"6";;;"7";"6";"18.9";8.00;6.00;0.00;5;;12.00;6.00;1.00;24.00;6.00;0.00;"1-1-1-1-2";5.00;"3.5";1.00;"4";"14.5";4.00;"15";7.00;0.00;;;;;;;;"one nestling died, cause unkown, found dead in nest";;;;;"NKnew_004";4.00
6619405;"FurkaH4RoofNW6R_23a";"FurkaH4RoofNW6R";"Montifringilla nivalis";;;;"N   630192";"unringed";;;;"2";;2023.00;;;;;;;;1.00;6.00;4.00;;;5.00;6.00;3.00;18.00;6.00;1.50;;;;;;;;"8";7.00;1.00;;;;;;;;;;;;;;
6619406;"FurkaH7RoofNE2R_23a";"FurkaH7RoofNE2R";"Montifringilla nivalis";;;;"N   630608";"N   630167";;;;"2";;2023.00;;;;;;;;27.00;5.00;3.00;;;31.00;5.00;2.00;13.00;6.00;0.50;;;;;;;;"3";7.00;0.50;;;;;;;;;;;;;;
6619407;"FurkaH8_NE_L2_23a";"FurkaH8_NE_L2";"Montifringilla nivalis";;;;"N   630649";"unringed";;;;"2";;2023.00;;;;;;;;20.00;6.00;3.00;;;24.00;6.00;2.00;7.00;7.00;0.50;;;;;;;;"27";7.00;0.50;;;;;;;;;;;;;;
6619408;"FurkaH8_SW_10L_23a";"FurkaH8_SW_10L";"Montifringilla nivalis";;;;"N   630728";"unringed";;;;"2";;2023.00;;;;;;;;20.00;6.00;3.00;;;24.00;6.00;2.00;7.00;7.00;0.50;;;;;;;;"27";7.00;0.50;;;;;;;;;;;;;;
6619409;"CarexSW_23a";"CarexSW";"Montifringilla nivalis";;;;;;"N   687101";"unringed";;"2";;2023.00;;;;;;;;27.00;5.00;3.00;;;31.00;5.00;2.00;13.00;6.00;0.50;;;;;;;;"3";7.00;0.50;;;;;;;;;;;;;;
6619410;"Hotel_Furka_NWrightWindowRoof_23a";"Hotel_Furka_NWrightWindowRoof";"Montifringilla nivalis";;;;"N   630511";"metal ring";;;;"2";;2023.00;;;;;;;;24.00;5.00;3.00;;;28.00;5.00;2.00;10.00;6.00;0.50;;;;;;;;"30";6.00;0.50;;;;;;;;;;;;;;
6619411;"Hotel_Furka_NWrightWindowRoof_23b";"Hotel_Furka_NWrightWindowRoof";"Montifringilla nivalis";;;;"N   630511";;"metal ring";;;"2";;2023.00;;;;;;;;26.00;6.00;9.00;;;30.00;6.00;8.00;13.00;7.00;6.50;;;;;;;;"2";8.00;6.00;;;;;;;;;;;;;;
6619412;"Hotel_Furka_SE_Wall_23a";"Hotel_Furka_SE_Wall";"Montifringilla nivalis";;;;"N   630993";"N   588284";;;;"2";;2023.00;;;;;;;;25.00;5.00;4.00;;;29.00;5.00;3.00;11.00;6.00;1.50;;;;;;;;"1";7.00;1.00;;;;;;;;;;;;;;
6619413;"Furkapass_wall_S_23a";"Furkapass_wall_S";"Montifringilla nivalis";;;;"metal ring";"unringed";;;;"2";;2023.00;;;;;;;;6.00;6.00;9.00;;;10.00;6.00;8.00;23.00;6.00;6.50;;;;;;;;"13";7.00;6.00;;;;;;;;;;;;;;
6619414;"BarnValais_concretehouse_roofcornerSW_23a";"BarnValais_concretehouse_roofcornerSW";"Montifringilla nivalis";;;;"N   630721";"unringed";;;;"2";;2023.00;;;;;;;;27.00;5.00;3.00;;;31.00;5.00;2.00;13.00;6.00;0.50;;;;;;;;"3";7.00;0.50;;;;;;;;;;;;;;
6619415;"Grimsel_road_Plaenggerli_middle_23a";"Grimsel_road_Plaenggerli_middle";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;27.00;5.00;9.00;;;31.00;5.00;8.00;13.00;6.00;6.50;;;;;;;;"3";7.00;6.00;;;;;;;;;;;;;;
6619416;"Grimsel_church_behind_Grim2_23a";"Grimsel_church_behind_Grim2";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;31.00;5.00;5.50;;;4.00;6.00;4.50;17.00;6.00;3.00;;;;;;;;"7";7.00;2.50;;;;;;;;;;;;;;
6619417;"SidelhornbahnBergstation_23a";"SidelhornbahnBergstation";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;24.00;5.00;6.00;;;28.00;5.00;5.00;10.00;6.00;3.50;;;;;;;;"30";6.00;3.00;;;;;;;;;;;;;;
6619418;"SiedelhornbahnBergstation_pylone1_S_R_23a";"SiedelhornbahnBergstation_pylone1_S_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;26.00;6.00;9.00;;;30.00;6.00;8.00;13.00;7.00;6.50;;;;;;;;"2";8.00;6.00;;;;;;;;;;;;;;
6619419;"Grimsel_road_cliff_N_23a";"Grimsel_road_cliff_N";"Montifringilla nivalis";;;;;;;;;"1";;2023.00;;;;;;;;24.00;5.00;6.00;;;28.00;5.00;5.00;10.00;6.00;3.50;;;;;;;;"30";6.00;3.00;;;;;;;;;;;;;;
6619420;"Bonistocklift13_S_R_23a";"Bonistocklift13_S_R";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;24.00;5.00;5.00;;;28.00;5.00;4.00;10.00;6.00;2.50;;;;;;;;"30";6.00;2.00;;;;;;;;;"based on audio recordings, chicks heard for the last time at the 02.07.23";;;;;
6619421;"Erzegglift3_SE_R_23a";"Erzegglift3_SE_R";"Montifringilla nivalis";;;;"N   566873";;"metal ring";;;"2";;2023.00;;;;;;;;12.00;5.00;13.00;;;16.00;5.00;12.00;29.00;5.00;10.50;;;;;;;;"18";6.00;10.00;;;;;;;;;;;;;;
6619422;"Erzegg4_SE_L_23a";"Erzegg4_SE_L";"Montifringilla nivalis";;;;;"N   630119";"unringed";;;"2";"N   630119 female with PAM-Logger";2023.00;;;;;;;;12.00;5.00;13.00;;;16.00;5.00;12.00;29.00;5.00;10.50;;;;;;;;"18";6.00;10.00;;;;;;;;;"N   630119 female with PAM-Logger";;;;;
