"ID";"broodID";"nestsiteID";"species";"weight_nest";"feathers_nest_nb";"lining_nest_material";"maleID";"femaleID";"parent1ID";"parent2ID";"parent3ID";"min_nr_ad_feeding";"information";"year";"day_nest_build_start";"month_nest_build_start";"day_raw_nest";"month_raw_nest";"day_full_nest";"month_full_nest";"weight_clutch";"day first egg";"month first egg";"accuracy first egg";"number of eggs";"days laying eggs";"day_incubation_start";"month_incubation_start";"accuracy_incubation_start";"day hatching first egg";"month hatching first egg";"accuracy_hatching";"days hatching chicks";"number of nestlings_early";"age of nestlings_early";"age difference";"number of nestlings_late";"age of nestlings_late";"number of fledglings";"day of fledging";"month of fledging";"accuracy fledging";"day_egg_loss";"month_of_egg_loss";"accuracy_date_egg_loss";"cause of egg loss";"day_of_death_nestlings";"month_of_death_nestlings";"accuracy_data_death_nestling";"cause of death nestlings";"notes";"owner_data";"incubation_temp";"microclim_temp";"nest_camera";"min_nr_nestl_late"
234;"TiefenbachM1SSWwallR_20b";"TiefenbachM1SSWwallR";"Montifringilla nivalis";;;;"N   588056";;;;;;;2020.00;;;;;;;;15.00;5.00;1.00;;;;;;28.00;5.00;1.00;;;;;;"18";;"18";6.00;1.00;;;;;;;;;;;;;;2.00
235;"FIS8_E_L_20";"FIS8_E_L";"Montifringilla nivalis";;;;;;;;;;;2020.00;;;;;;;;;;;;;;;;;;;;;;;;;;"10";6.00;5.00;;;;;;;;;;;;;;0.00
236;"TiefenbachH3RoofSSW12L_20";"TiefenbachH3RoofSSW12L";"Montifringilla nivalis";0.00;;;"N   588014";;"N   588014";;;;;2020.00;;;;;;;;;;;;;;;;;;;;;;;;;;"6";6.00;2.00;;;;;;;;;;;;;;0.00
237;"Planplatten1vo_20";"Planplatten1vo";"Montifringilla nivalis";0.00;;;;;;;;;;2020.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00
238;"Jochpass_Lift_Masten5_20";"Jochpass_Lift_Masten5";"Montifringilla nivalis";0.00;;;;;;;;;;2020.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00
6619243;"TiefenbachM1SSWwallR_21a";"TiefenbachM1SSWwallR";"Montifringilla nivalis";;;;"N   588056";"N   630030";;;;;;2021.00;;;;;;;;21.00;5.00;4.00;;;;;;7.00;6.00;2.00;;;;;;;;"26";6.00;1.00;;;;;;;;;"mindestens 2 Nestlinge";;;;;
6619244;"TiefenbachM1Eroof3L_21a";"TiefenbachM1Eroof3L";"Montifringilla nivalis";;;;"N   588056";"N   630030";;;;;;2021.00;;;;;;;;25.00;6.00;7.00;;;;;;11.00;7.00;3.00;;;;;;;;"31";7.00;3.00;;;;;;;;;"mindestens 2 Nestlinge";;;;;
6619245;"Furka5_21a";"Furka5";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;15.00;6.00;7.00;4;;;;;;;;;0.00;"0";;;;0.00;;;;;;;"embryos were developped";;;;"nest was abandoned";;;;;"NK010";
6619246;"Furka8_21a";"Furka8";"Montifringilla nivalis";;;;"N   630005";;"unringed";;;;;2021.00;;;;;;;;26.00;5.00;6.00;;;;;;13.00;6.00;4.00;;4.00;"9.5";;"4";"16.5";4.00;"3";7.00;3.00;;;;;;;;;;;;;;
6619247;"Furka13_21a";"Furka13";"Montifringilla nivalis";;;;"N   588207";"N   630985";;;;;;2021.00;;;;;;;;28.00;5.00;4.00;;;;;;15.00;6.00;1.00;;4.00;"8";;;;;"5";7.00;2.00;;;;;;;;;;;;;"NK003";
6619248;"Furka15_21a";"Furka15";"Montifringilla nivalis";;;;"N   630629";"N   630957";;;;;;2021.00;;;;;;;;4.00;6.00;0.00;4;;;;;21.00;6.00;1.00;;4.00;"2";;"4";"4.5";0.00;;;;;;;;;;;"GPS logger 50443 was deployed on female N   630957 at the 29.06.21 > the female probably abandoned the nest";"day first egg could be seen on the nest camera NK007 (05.06.21 06:30). camera was running until 20.06.21 17:30 up to then no chicks hatched > hatching betwen 20. and 22.6. (nest box control)";;;;"NK007";
6619249;"Furka22_21a";"Furka22";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;25.00;6.00;4.00;3;;;;;;;;;1.00;"2";;"0";;0.00;;;;;;;;;;;"nest was not built properly, unexperienced adults?, bad conditions? see photos nestsites";;;;;;
6619250;"Furka23_21a";"Furka23";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;25.00;6.00;4.00;1;;;;;;;;;0.00;"0";;;;0.00;;;;;;;"egg was not developped, cause=?";;;;"nest was not built properly, unexperienced adults?, bad conditions? see photos nestsites";;;;;;
6619251;"FurkaH11SWRoofA_L_21a";"FurkaH11SWRoofA_L";"Montifringilla nivalis";;;;;"N   630208";"unringed";;;;;2021.00;;;;;;;;26.00;6.00;7.00;;;;;;9.00;6.00;3.00;;;;;;;;"11";7.00;4.00;;;;;;;;;"observed feeding behaviour over 29 days!! very long nestling period!";;;;;
6619252;"FurkaH11NEroofCenterR1_21a";"FurkaH11NEroofCenterR1";"Montifringilla nivalis";;;;;;"unringed";"unringed";;;;2021.00;;;;;;;;4.00;6.00;8.00;;;;;;21.00;6.00;5.00;;;;;;;;"11";7.00;4.00;;;;;;;;;;;;;;
6619253;"FurkaRoofbuilding_4_SE_9R_21a";"FurkaRoofbuilding_4_SE_9R";"Montifringilla nivalis";;;;"N   588073";;;;;;;2021.00;;;;;;;;22.00;5.00;8.00;;;;;;9.00;6.00;1.00;;;;;;;;"5";7.00;1.00;;;;;;;;;"very long nestling period!!";;;;;
6619254;"FurkaH5NEroof_21a";"FurkaH5NEroof";"Montifringilla nivalis";;;;"N   630790";;;;;;;2021.00;;;;;;;;12.00;5.00;7.00;;;;;;29.00;6.00;4.00;;;;;;;;"19";7.00;3.00;;;;;;;;;;;;;;
6619255;"FurkaH8RoofSW7R_21";"FurkaH8RoofSW7R";"Montifringilla nivalis";;;;"N   630728";;;;;;;2021.00;;;;;;;;4.00;6.00;8.00;;;;;;22.00;6.00;5.00;;;;;;;;"12";7.00;4.00;;;;;;;;;;;;;;
6619256;"CarexSW_21a";"CarexSW";"Montifringilla nivalis";;;;;;"unringed";"metal ring";;;;2021.00;;;;;;;;3.00;6.00;5.00;;;;;;21.00;6.00;2.00;;;;;;;;"11";7.00;4.00;;;;;;;;;;;;;;
6619257;"Hotel_Furka_NWrightWindowRoof_21a";"Hotel_Furka_NWrightWindowRoof";"Montifringilla nivalis";;;;"N   630993";;;;;;;2021.00;;;;;;;;3.00;6.00;5.00;;;;;;20.00;6.00;3.00;;;;;;;;"10";7.00;3.00;;;;;;;;;;;;;;
6619258;"BarnValais2_21a";"BarnValais2";"Montifringilla nivalis";;;;"N   630742";"N   566796";;;;;;2021.00;;;;;;;;29.00;5.00;4.00;4;;;;;15.00;6.00;1.00;;3.00;"8";;;;3.00;"5";7.00;1.00;;;;;;;;;;;;;;
6619259;"Grimsel_church_behind_Grim2_21a";"Grimsel_church_behind_Grim2";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;3.00;6.00;5.00;;;;;;20.00;6.00;2.00;;;;;;;;"11";7.00;3.00;;;;;;;;;;;;;;
6619260;"SidelhornbahnBergstation_S_R_21";"SidelhornbahnBergstation_S_R";"Montifringilla nivalis";;;;;;"unringed";;;;;2021.00;;;;;;;;3.00;6.00;8.00;;;;;;21.00;6.00;5.00;;;;;;;;"12";7.00;4.00;;;;;;;;;;;;;;
6619261;"GrimselOberaarbahn_rechts_21a";"GrimselOberaarbahn_rechts";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;2.00;6.00;11.00;;;;;;19.00;6.00;8.00;;;;;;;;"9";7.00;7.00;;;;;;;;;;;;;;
6619262;"Erzegg5_SE_L_21";"Erzegg5_SE_L";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;6.00;6.00;10.00;;;;;;22.00;6.00;8.00;;;;;;;;"12";7.00;7.00;;;;;;;;;;;;;;
6619263;"Erzegg11_NW_R_21";"Erzegg11_NW_R";"Montifringilla nivalis";;;;"N   630020";;;;;;;2021.00;;;;;;;;2.00;6.00;13.00;;;;;;19.00;6.00;10.00;;;;;;;;"9";7.00;9.00;;;;;;;;;;;;;;
6619264;"Balmeregg21_N_L_21";"Balmeregg21_N_L";"Montifringilla nivalis";;;;"unringed";"unringed";;;;;;2021.00;;;;;;;;2.00;6.00;13.00;;;;;;19.00;6.00;10.00;;;;;;;;"9";7.00;9.00;;;;;;;;;;;;;;
6619265;"BonistockA_21";"BonistockA";"Montifringilla nivalis";;;;;;"blue metal";"unringed";;;;2021.00;;;;;;;;26.00;6.00;5.00;;;;;;12.00;6.00;2.00;;;;;;;;"2";7.00;2.00;;;;;;;;;;;;;;
6619266;"BonistockB_21";"BonistockB";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;20.00;5.00;9.00;;;;;;6.00;6.00;6.00;;;;;;;;"25";6.00;5.00;;;;;;;;;;;;;;
6619267;"ChringenA_21a";"ChringenA";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;25.00;6.00;25.00;1;;;;;;;;;0.00;;;;;0.00;;;;;;;;;;;;"only once a bird seen entering (15. Juni) and later an egg found, but no activity observed";;;;;
6619268;"OspizioBernina_SW_21";"OspizioBernina_SW";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;7.00;5.00;14.00;;;;;;25.00;5.00;11.00;;;;;;;;"14";6.00;10.00;;;;;;;;;;;;;;
6619269;"OspizioBernina_corner_WNW_21";"OspizioBernina_corner_WNW";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;7.00;5.00;14.00;;;;;;25.00;5.00;11.00;;;;;;;;"14";6.00;10.00;;;;;;;;;;;;;;
6619270;"Jenatschhuette_21";"Jenatschhuette";"Montifringilla nivalis";;;;;;"""unringed	";;;;;2021.00;;;;;;;;31.00;5.00;4.00;;;;;;17.00;6.00;1.00;;;;;;;;"8";7.00;0.00;;;;;;;;;"mindestens 2 Junge ausgeflogen";;;;;
6619271;"Jochpass4_S_R_21";"Jochpass4_S_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;;;2021.00;;;;;;;;16.00;5.00;9.00;;;;;;3.00;6.00;6.00;;;;;;;;"23";6.00;5.00;;;;;;;;;;;;;;
6619272;"Jochpass6_N_L_21";"Jochpass6_N_L";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;25.00;6.00;13.00;;;;;;12.00;7.00;8.00;;;;;;;;"1";8.00;8.00;;;;;;;;;;;;;;
6619273;"Jochpass7_N_R_21";"Jochpass7_N_R";"Montifringilla nivalis";;;;"unringed";"unringed";;;;;;2021.00;;;;;;;;26.00;5.00;5.00;;;;;;13.00;6.00;2.00;;;;;;;;"3";7.00;2.00;;;;;;;;;;;;;;
6619274;"Jochpass11_N_R_21";"Jochpass11_N_R";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;26.00;5.00;5.00;;;;;;11.00;6.00;2.00;;;;;;;;"2";7.00;2.00;;;;;;;;;;;;;;
6619275;"Engstligensee12_WSW_R_21";"Engstligensee12_WSW_R";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;24.00;5.00;5.00;;;;;;12.00;6.00;3.00;;;;;;;;"2";7.00;2.00;;;;;;;;;;;;;;
6619276;"Engstligensee9_ENE_L_21a";"Engstligensee9_ENE_L";"Montifringilla nivalis";;;;;;"unringed";;;;;2021.00;;;;;;;;5.00;6.00;11.00;;;;;;23.00;6.00;8.00;;;;;;;;"13";7.00;7.00;;;;;;;;;;;;;;
6619277;"Engstligensee7_ENE_L_21a";"Engstligensee7_ENE_L";"Montifringilla nivalis";;;;;;"unringed";;;;;2021.00;;;;;;;;13.00;6.00;5.00;;;;;;1.00;7.00;2.00;;;;;;;;"21";7.00;1.00;;;;;;;;;;;;;;
6619278;"TruebseeHopper6_SW_R_21";"TruebseeHopper6_SW";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;25.00;5.00;7.00;;;;;;12.00;6.00;4.00;;;;;;;;"3";7.00;3.00;;;;;;;;;;;;;;
6619279;"TruebseeHopper3_NE_R_21";"TruebseeHopper3_NE_R";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;29.00;5.00;4.00;;;;;;16.00;6.00;1.00;;;;;;;;"6";7.00;0.00;;;;;;;;;;;;;;
6619280;"RauStoeckliNW_21";"RauStoeckliNW";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;26.00;5.00;4.00;;;;;;13.00;6.00;1.00;;;;;;;;"5";7.00;1.00;;;;;;;;;;;;;;
6619281;"RauStoeckli_Cave_SE_21a";"RauStoeckli_Cave_SE";"Montifringilla nivalis";;;;;;"unringed";;;;;2021.00;;;;;;;;7.00;6.00;8.00;;;;;;25.00;6.00;5.00;;;;;;;;"16";7.00;4.00;;;;;;;;;;;;;;
6619282;"Chaemmerli2_E_21a";"Chaemmerli2_E";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;2.00;6.00;5.00;;;;;;19.00;6.00;2.00;;;;;;;;"10";7.00;1.00;;;;;;;;;;;;;;
6619283;"Tieraelpli_NE_21a";"Tieraelpli_NE";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6619284;"Salastrains6_SE_L_21a";"Salastrains6_SE_L";"Montifringilla nivalis";;;;;;"unringed";;;;;2021.00;;;;;;;;28.00;5.00;9.00;;;;;;16.00;6.00;6.00;;;;;;;;"7";7.00;5.00;;;;;;;;;;;;;;
6619285;"Randolins1_SE_R_21a";"Randolins1_SE_R";"Montifringilla nivalis";;;;"unringed";"unringed";;;;;;2021.00;;;;;;;;28.00;5.00;5.00;;;;;;15.00;6.00;2.00;;;;;;;;"6";7.00;5.00;;;;;;;;;;;;;;
6619286;"Randolins7_E_21a";"Randolins7_E";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;12.00;6.00;12.00;;;;;;30.00;6.00;9.00;;;;;;;;"20";7.00;8.00;;;;;;;;;;;;;;
6619287;"Randolins8_SW_middle_21a";"Randolins8_SW_middle";"Montifringilla nivalis";;;;"unringed";"unringed";;;;;;2021.00;;;;;;;;28.00;5.00;9.00;;;;;;15.00;6.00;6.00;;;;;;;;"6";7.00;5.00;;;;;;;;;;;;;;
6619288;"Randolins10_SW_middle_21a";"Randolins10_SW_middle";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;28.00;5.00;9.00;;;;;;15.00;6.00;6.00;;;;;;;;"6";7.00;5.00;;;;;;;;;;;;;;
6619289;"Randolins13_NW_R_21a";"Randolins13_NW_R";"Montifringilla nivalis";;;;;;"unringed";;;;;2021.00;;;;;;;;28.00;5.00;9.00;;;;;;15.00;6.00;6.00;;;;;;;;"6";7.00;5.00;;;;;;;;;;;;;;
6619290;"FIS5_SE_L_21a";"FIS5_SE_L";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;28.00;5.00;8.00;;;;;;15.00;6.00;5.00;;;;;;;;"6";7.00;4.00;;;;;;;;;;;;;;
6619291;"Corviglia1_roof_white_S_21a";"Corviglia1_roof_white_S";"Montifringilla nivalis";;;;"N   630379";;;;;;;2021.00;;;;;;;;28.00;5.00;7.00;;;;;;15.00;6.00;5.00;;;;;;;;"6";7.00;4.00;;;;;;;;;;;;;;
6619292;"PizNair2_SW_21a";"PizNair2_SW";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;28.00;5.00;7.00;;;;;;15.00;6.00;5.00;;;;;;;;"6";7.00;4.00;;;;;;;;;;;;;;
6619293;"PlateauNair4_NE_R_21a";"PlateauNair4_NE_R";"Montifringilla nivalis";;;;;;"unringed";;;;;2021.00;;;;;;;;28.00;5.00;7.00;;;;;;15.00;6.00;5.00;;;;;;;;"6";7.00;4.00;;;;;;;;;;;;;;
6619294;"PlateauNair6_NE_R_21a";"PlateauNair6_NE_R";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;28.00;5.00;7.00;;;;;;15.00;6.00;5.00;;;;;;;;"6";7.00;4.00;;;;;;;;;;;;;;
6619295;"PlateauNair10_NE_L_21a";"PlateauNair10_NE_L";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;9.00;6.00;7.00;;;;;;26.00;6.00;4.00;;;;;;;;"17";7.00;4.00;;;;;;;;;;;;;;
6619296;"PlateauNair13_centre_SW_R_21a";"PlateauNair13_centre_SW_R";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;28.00;5.00;7.00;;;;;;15.00;6.00;5.00;;;;;;;;"6";7.00;4.00;;;;;;;;;;;;;;
6619297;"Alpenroesli_SE_1_R_21";"Alpenroesli_SE_1_R";"Montifringilla nivalis";;;;;;;;;;;2021.00;;;;;;;;2.00;7.00;7.00;;;;;;20.00;7.00;4.00;;;;;;;;"9";8.00;3.00;;;;;;;;;;;;;;0.00
6619298;"TiefenbachM1_ESEroof3rd_22a";"TiefenbachM1_ESEroof3rd";"Montifringilla nivalis";;;;;;"N   630156";"N   588056";;"2";;2022.00;;;;;;;;12.00;5.00;4.00;;;;;;29.00;5.00;1.00;;;;;;;;"18";6.00;1.00;;;;;;;;;;;;;;
6619299;"TiefenbachH3RoofSSW12L_22a";"TiefenbachH3RoofSSW12L";"Montifringilla nivalis";;;;"N   588014";;"N   630131";;;"2";;2022.00;;;;;;;;7.00;5.00;5.00;;;;;;24.00;5.00;2.00;;;;;;;;"13";6.00;2.00;;;;;;;;;;;;;;
6619300;"Furka10_22a";"Furka10";"Montifringilla nivalis";;;;"N   630005";"N   566900";;;;"2";;2022.00;;;;;;;"14.5";14.00;5.00;2.00;4;;17.00;5.00;1.00;31.00;5.00;0.00;"1-1-1-1";4.00;"0";0.00;"4";"19";4.00;"19";6.00;1.00;;;;;;;;;"pictures started from 3-4 eggs in nest so no info before that (camera previously on nestbox 9)";;;;"NK_016";4.00
6619301;"Furka12_22a";"Furka12";"Montifringilla nivalis";;;;"N   588207";"N   630985";;;;"2";;2022.00;;;;;;;"18.3";25.00;6.00;1.00;5;;;;;12.00;7.00;1.00;"1-1-2-3-NA";5.00;"2";;"4";"20";4.00;"1";8.00;1.00;;;;;;;;"one nestling died during manipulation at the 25.07.";;"camera stopped at 20.06. before the brood started, unfortunately";;;"NK_003";4.00
6619302;"Furka13_22a";"Furka13";"Montifringilla nivalis";;;;"N   588207";"N   630985";;;;"2";;2022.00;"28";"4";"2";"5";"11";"5";;11.00;5.00;0.00;5;;15.00;5.00;0.00;28.00;5.00;0.00;;5.00;"7";;"5";"21";5.00;"18";6.00;0.00;;;;;;;;;"on the hatching date 28.05. 3 chicks for sure during day, and 1 egg still in nest at 20:00 but we have total of 5 eggs, 27.5. nestbox check - 5 eggs and from those 2 with cracks, but until 19:00 still 4 eggs minimum in nest, so accuracy of hatching 0,5";"next day 29.5. no eggs visible in nest, only chicks""";;;"NK_027";5.00
6619303;"Furka14_22a";"Furka14";"Montifringilla nivalis";;;;"N   588073";"N   630161";;;;"2";;2022.00;"1";"5";"10";"5";"15";"5";"13.7";16.00;5.00;2.00;4;;19.00;5.00;0.00;31.00;5.00;0.00;"1-1-1-2";4.00;"4";1.00;"4";"21";4.00;"21";6.00;1.00;;;;;;;;;"days hatching- we estimated on field the age was 3-3-3-2 days +- (03.06.), so one chick was smaller, and we have here 1 chick hacthing on second day, also just chicks and no eggs on third day, there were egg shells on 2 pictures confirming nicely// accura";;;;"NK_004";4.00
6619304;"Furka31_22a";"Furka31";"Montifringilla nivalis";;;;"N   588297";"N   630162";;;;"2";;2022.00;"25";"6";"29";"6";"30";"6";"9.6";1.00;7.00;0.00;3;"1-2-3";3.00;7.00;0.00;16.00;7.00;0.00;"1-1-2";3.00;"0";2.00;"3";"20";3.00;"5";8.00;0.00;;;;;;;;;;;;;"NK_028";3.00
6619305;"Furka33_22a";"Furka33";"Montifringilla nivalis";;;;"N   630608";"N   630167";;;;"2";;2022.00;"10";"5";"11";"5";"21";"6";"11.5";22.00;6.00;1.00;3;"1-2-3";23.00;6.00;0.00;7.00;7.00;0.00;"1-2";2.00;"0";0.00;"2";"20";2.00;"27";7.00;0.00;;;;"1 egg not hatched";;;;;;;;;"NK_025";2.00
6619306;"Furka34_22a";"Furka34";"Montifringilla nivalis";;;;"N   630951";;"unringed";;;"2";;2022.00;"2";"5";"13";"5";"18";"5";"18.6";19.00;5.00;0.00;5;"1-2-3-4-5";22.00;5.00;0.00;5.00;6.00;0.00;"1-1-1-1-1";5.00;"0";0.00;"4";"16";;"23";6.00;2.00;;;;;;;;"one nestling died, nest camera: looks like one chick is not begging after hatching";"one chick died between 07.06 and 10.06";;;;"NK_014";4.00
6619307;"FurkaH5RoofSW_bar11_22a";"FurkaH5RoofSW_bar11";"Montifringilla nivalis";;;;;"N   630162";"N   588293";;;"2";;2022.00;;;;;;;;12.00;5.00;4.00;;;;;;29.00;5.00;1.00;;;;;;;;"18";6.00;1.00;;;;;;;;;;;;;;
6619308;"Furka_building_6_22a";"Furka_building_6";"Montifringilla nivalis";;;;;;"N   630817";"unringed";;"2";;2022.00;;;;;;;;18.00;5.00;6.00;;;;;;4.00;6.00;3.00;;;;;;;;"24";6.00;3.00;;;;;;;;;;;;;;
6619309;"Furka_building_8_22a";"Furka_building_8";"Montifringilla nivalis";;;;"N   630728";;;"unringed";;"2";;2022.00;;;;;;;;12.00;5.00;4.00;;;;;;29.00;5.00;1.00;;;;;;;;"18";6.00;1.00;;;;;;;;;;;;;;
6619310;"FurkaH11SWRoofTop1R_22a";"FurkaH11SWRoofTop1R";"Montifringilla nivalis";;;;"N   630160";"N   630208";;;;"2";;2022.00;;;;;;;;18.00;5.00;6.00;;;;;;4.00;6.00;3.00;;;;;;;;"24";6.00;3.00;;;;;;;;;;;;;;
6619311;"FurkaH11NEroofCenterR1_22a";"FurkaH11NEroofCenterR1";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;25.00;5.00;6.00;;;;;;11.00;6.00;3.00;;;;;;;;"1";7.00;3.00;;;;;;;;;;;;;;
6619312;"Furka_building_11_ibex_left_22a";"Furka_building_11_ibex_left";"Montifringilla nivalis";;;;;;"blue metal";"unringed";;"2";;2022.00;;;;;;;;30.00;6.00;4.00;;;;;;17.00;7.00;1.00;;;;;;;;"6";8.00;1.00;;;;;;;;;;;;;;
6619313;"CarexSW_22a";"CarexSW";"Montifringilla nivalis";;;;;;"unringed";;;"2";;2022.00;;;;;;;;18.00;5.00;6.00;;;;;;4.00;6.00;3.00;;;;;;;;"24";6.00;3.00;;;;;;;;;"unknown bird, probably unringed since second unringed bird came to feed with full beak under 1 min difference after previous feeding, but since is not completely sure I put unknown";;;;;
6619314;"CarexNW_left_22a";"CarexNW_left";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;1.00;6.00;5.00;;;;;;18.00;6.00;2.00;;;;;;;;"8";7.00;2.00;;;;;;;;;;;;;;
6619315;"CarexSE_left_bar1_22a";"CarexSE_left_bar1";"Montifringilla nivalis";;;;;;"metal ring";"unringed";;"2";;2022.00;;;;;;;;18.00;5.00;6.00;;;;;;4.00;6.00;3.00;;;;;;;;"24";6.00;3.00;;;;;;;;;;;;;;
6619316;"Hotel_Furka_NWrightWindowRoof_22a";"Hotel_Furka_NWrightWindowRoof";"Montifringilla nivalis";;;;"N   630511";;;"metal ring";;"2";;2022.00;;;;;;;;18.00;5.00;6.00;;;;;;4.00;6.00;3.00;;;;;;;;"24";6.00;3.00;;;;;;;;;;;;;;
6619317;"Hotel_Furka_NWrightWindowRoof_22b";"Hotel_Furka_NWrightWindowRoof";"Montifringilla nivalis";;;;"N   630511";;;"metal ring";;"2";;2022.00;;;;;;;;26.00;6.00;4.00;;;;;;13.00;7.00;1.00;;;;;;;;"2";8.00;1.00;;;;;;;;;;;;;;
6619318;"Hotel_Furka_SE_Wall_22a";"Hotel_Furka_SE_Wall";"Montifringilla nivalis";;;;;;"N   588093";"unringed";;"2";;2022.00;;;;;;;;18.00;5.00;6.00;;;;;;4.00;6.00;3.00;;;;;;;;"24";6.00;3.00;;;;;;;;;;;;;;
6619319;"Hotel_Furka_SE_Tube_22a";"Hotel_Furka_SE_Tube";"Montifringilla nivalis";;;;"N   630993";;;"unringed";;"2";;2022.00;;;;;;;;18.00;5.00;6.00;;;;;;4.00;6.00;3.00;;;;;;;;"24";6.00;3.00;;;;;;;;;;;;;;
6619320;"BarnValais_concretehouse_roofcornerSW_22a";"BarnValais_concretehouse_roofcornerSW";"Montifringilla nivalis";;;;"N   630721";;"unringed";;;"2";;2022.00;;;;;;;;18.00;5.00;6.00;;;;;;4.00;6.00;3.00;;;;;;;;"24";6.00;3.00;;;;;;;;;;;;;;
6619321;"Furkastrasse_P2124_wall_S_22a";"Furkastrasse_P2124_wall_S";"Montifringilla nivalis";;;;"N   630204";;"unringed";;;"2";;2022.00;;;;;;;;21.00;6.00;6.00;;;;;;8.00;7.00;3.00;;;;;;;;"28";7.00;3.00;;;;;;;;;;;;;;
6619322;"Grimsel_church_behind_Grim2_22a";"Grimsel_church_behind_Grim2";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;18.00;5.00;6.00;;;;;;4.00;6.00;3.00;;;;;;;;"24";6.00;3.00;;;;;;;;;;;;;;
6619323;"Grimsel_church_NW_22a";"Grimsel_church_NW";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;28.00;6.00;6.00;;;;;;15.00;7.00;3.00;;;;;;;;"4";8.00;3.00;;;;;;;;;;;;;;
6619324;"SiedelhornbahnBergstation_pylone1_S_R_22a";"SiedelhornbahnBergstation_pylone1_S_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;18.00;5.00;6.00;;;;;;4.00;6.00;3.00;;;;;;;;"24";6.00;3.00;;;;;;;;;;;;;;
6619325;"SidelhornbahnBergstation_22a";"SidelhornbahnBergstation";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2022.00;;;;;;;;19.00;6.00;7.00;;;;;;6.00;7.00;4.00;;;;;;;;"26";7.00;4.00;;;;;;;;;;;;;;
6619326;"Erzegg1_SE_R_22a";"Erzegg1_SE_R";"Montifringilla nivalis";;;;;"blue metal";;;;"1";;2022.00;;;;;;;;15.00;6.00;13.00;;;;;;2.00;7.00;10.00;;;;;;;;"22";7.00;10.00;;;;;;;;;;;;;;
6619327;"Erzegg5_SE_L_22a";"Erzegg5_SE_L";"Montifringilla nivalis";;;;;;"ringed";"unringed";;"2";;2022.00;;;;;;;;12.00;5.00;13.00;;;;;;29.00;5.00;10.00;;;;;;;;"18";6.00;10.00;;;;;;;;;;;;;;
6619328;"Erzegglift6_SE_R_22a";"Erzegglift6_SE_R";"Montifringilla nivalis";;;;;;;;;"1";;2022.00;;;;;;;;15.00;6.00;13.00;;;;;;2.00;7.00;10.00;;;;;;;;"22";7.00;10.00;;;;;;;;;;;;;;
6619329;"Erzegg10_NW_R_22a";"Erzegg10_NW_R";"Montifringilla nivalis";;;;;;"N   566855";"ringed";;"2";;2022.00;;;;;;;;28.00;5.00;10.00;;;;;;14.00;6.00;7.00;;;;;;;;"4";7.00;7.00;;;;;;;;;;;;;;
6619330;"Erzegg11_NW_R_22a";"Erzegg11_NW_R";"Montifringilla nivalis";;;;;;"ringed";;;"2";;2022.00;;;;;;;;11.00;5.00;12.00;;;;;;28.00;5.00;9.00;;;;;;;;"17";6.00;9.00;;;;;;;;;;;;;;
